Jul  5 23:38:16 node7 kernel: imklog 5.8.6, log source = /proc/kmsg started.
Jul  5 23:38:16 node7 rsyslogd: [origin software="rsyslogd" swVersion="5.8.6" x-pid="962" x-info="http://www.rsyslog.com"] start
Jul  5 23:38:16 node7 rsyslogd: rsyslogd's groupid changed to 103
Jul  5 23:38:16 node7 rsyslogd: rsyslogd's userid changed to 101
Jul  5 23:38:16 node7 rsyslogd-2039: Could not open output pipe '/dev/xconsole' [try http://www.rsyslog.com/e/2039 ]
Jul  8 11:54:37 node7 ntpdate[1089]: step time server 91.189.89.199 offset 0.338008 sec
Jul  8 11:54:38 node7 kernel: [   21.459551] [drm] nouveau 0000:05:00.0: PFIFO: unknown status 0x40000000
Jul  8 11:54:39 node7 kernel: [   22.023433] [drm] nouveau 0000:05:00.0: PMFB0_SUBP0: 0x037f0010
Jul  8 11:54:39 node7 kernel: [   22.023437] [drm] nouveau 0000:05:00.0: PMFB0_SUBP1: 0x037f0000
Jul  8 11:54:49 node7 goa[2049]: goa-daemon version 3.4.0 starting [main.c:112, main()]
Jul  8 11:54:49 node7 kernel: [   32.003446] audit_printk_skb: 21 callbacks suppressed
Jul  8 11:54:49 node7 kernel: [   32.003448] type=1400 audit(1373259289.291:24): apparmor="DENIED" operation="open" parent=1 profile="/usr/lib/telepathy/mission-control-5" name="/usr/share/gvfs/remote-volume-monitors/" pid=2044 comm="mission-control" requested_mask="r" denied_mask="r" fsuid=1000 ouid=0
Jul  8 11:55:01 node7 dbus[964]: [system] Failed to activate service 'org.freedesktop.Avahi': timed out
Jul  8 11:55:34 node7 dbus[964]: [system] Activating service name='com.ubuntu.DeviceDriver' (using servicehelper)
Jul  8 11:55:35 node7 dbus[964]: [system] Successfully activated service 'com.ubuntu.DeviceDriver'
Jul  8 11:55:40 node7 dbus[964]: [system] Activating service name='org.freedesktop.PackageKit' (using servicehelper)
Jul  8 11:55:41 node7 AptDaemon: INFO: Initializing daemon
Jul  8 11:55:41 node7 AptDaemon.PackageKit: INFO: Initializing PackageKit compat layer
Jul  8 11:55:41 node7 dbus[964]: [system] Successfully activated service 'org.freedesktop.PackageKit'
Jul  8 11:55:41 node7 AptDaemon.PackageKit: INFO: Initializing PackageKit transaction
Jul  8 11:55:41 node7 AptDaemon.Worker: INFO: Simulating trans: /org/debian/apt/transaction/7577f99f2e00400382a2382b5a3eed5e
Jul  8 11:55:41 node7 AptDaemon.Worker: INFO: Processing transaction /org/debian/apt/transaction/7577f99f2e00400382a2382b5a3eed5e
Jul  8 11:58:07 node7 kernel: [  229.894636] e1000e: eth0 NIC Link is Down
Jul  8 11:59:08 node7 kernel: [  290.985546] e1000e: eth0 NIC Link is Up 100 Mbps Full Duplex, Flow Control: Rx/Tx
Jul  8 11:59:08 node7 kernel: [  290.985556] e1000e 0000:00:19.0: eth0: 10/100 speed: disabling TSO
Jul  8 11:59:28 node7 anacron[1217]: Job `cron.daily' started
Jul  8 11:59:28 node7 anacron[2273]: Updated timestamp for job `cron.daily' to 2013-07-08
Jul  8 11:59:43 node7 AptDaemon.PackageKit: INFO: Get updates()
Jul  8 11:59:44 node7 AptDaemon.Worker: INFO: Finished transaction /org/debian/apt/transaction/7577f99f2e00400382a2382b5a3eed5e
Jul  8 12:00:02 node7 kernel: [  344.953567] type=1400 audit(1373259602.407:25): apparmor="DENIED" operation="capable" parent=1 profile="/usr/sbin/cupsd" pid=1011 comm="cupsd" pid=1011 comm="cupsd" capability=36  capname="block_suspend"
Jul  8 12:01:55 node7 kernel: [  458.111989] [drm:drm_edid_block_valid] *ERROR* EDID checksum is invalid, remainder is 233
Jul  8 12:01:55 node7 kernel: [  458.111995] Raw EDID:
Jul  8 12:01:55 node7 kernel: [  458.111998]  	00 ff ff ff ff ff ff 00 10 ac 22 f0 49 33 47 31
Jul  8 12:01:55 node7 kernel: [  458.112001]  	12 16 01 03 0e 33 1d 78 ea 1e 55 a0 59 56 9f 27
Jul  8 12:01:55 node7 kernel: [  458.112003]  	0d 50 54 a5 4b 00 71 ff ff ff ff ff ff ff ff ff
Jul  8 12:01:55 node7 kernel: [  458.112005]  	ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
Jul  8 12:01:55 node7 kernel: [  458.112007]  	ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
Jul  8 12:01:55 node7 kernel: [  458.112009]  	ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
Jul  8 12:01:55 node7 kernel: [  458.112011]  	ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
Jul  8 12:01:55 node7 kernel: [  458.112013]  	ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
Jul  8 12:01:55 node7 kernel: [  458.113061] [drm] nouveau 0000:05:00.0: DDC responded, but no EDID for DVI-I-1
Jul  8 12:02:05 node7 kernel: [  467.783628] [drm] nouveau 0000:05:00.0: PFIFO: unknown status 0x40000000
Jul  8 12:02:05 node7 kernel: [  467.796731] [drm] nouveau 0000:05:00.0: PFIFO: unknown status 0x40000000
Jul  8 12:05:42 node7 AptDaemon: INFO: Quitting due to inactivity
Jul  8 12:05:42 node7 AptDaemon: INFO: Quitting was requested
Jul  8 12:09:01 node7 kernel: [  884.109679] type=1400 audit(1373260141.843:26): apparmor="DENIED" operation="capable" parent=1 profile="/usr/sbin/cupsd" pid=1011 comm="cupsd" pid=1011 comm="cupsd" capability=36  capname="block_suspend"
Jul  8 12:14:02 node7 kernel: [ 1185.077708] type=1400 audit(1373260442.967:27): apparmor="DENIED" operation="capable" parent=1 profile="/usr/sbin/cupsd" pid=1011 comm="cupsd" pid=1011 comm="cupsd" capability=36  capname="block_suspend"
Jul  8 12:17:01 node7 CRON[2348]: (root) CMD (   cd / && run-parts --report /etc/cron.hourly)
Jul  8 12:26:42 node7 anacron[1217]: Job `cron.daily' terminated
Jul  8 12:26:42 node7 anacron[1217]: Job `cron.weekly' started
Jul  8 12:26:42 node7 anacron[2514]: Updated timestamp for job `cron.weekly' to 2013-07-08
Jul  8 12:26:48 node7 anacron[1217]: Job `cron.weekly' terminated
Jul  8 12:26:48 node7 anacron[1217]: Job `cron.monthly' started
Jul  8 12:26:48 node7 anacron[1217]: Job `cron.monthly' terminated
Jul  8 12:26:48 node7 anacron[1217]: Normal exit (3 jobs run)
Jul  8 12:26:48 node7 anacron[2531]: Updated timestamp for job `cron.monthly' to 2013-07-08
Jul  8 12:42:02 node7 kernel: [ 2863.397986] type=1400 audit(1373262122.159:28): apparmor="DENIED" operation="capable" parent=1 profile="/usr/sbin/cupsd" pid=1011 comm="cupsd" pid=1011 comm="cupsd" capability=36  capname="block_suspend"
Jul  8 12:56:02 node7 kernel: [ 3703.098958] type=1400 audit(1373262962.299:29): apparmor="DENIED" operation="capable" parent=1 profile="/usr/sbin/cupsd" pid=1011 comm="cupsd" pid=1011 comm="cupsd" capability=36  capname="block_suspend"
Jul  8 13:09:54 node7 rpcbind: Cannot open '/run/rpcbind/rpcbind.xdr' file for reading, errno 2 (No such file or directory)
Jul  8 13:09:54 node7 rpcbind: Cannot open '/run/rpcbind/portmap.xdr' file for reading, errno 2 (No such file or directory)
Jul  8 13:09:56 node7 sm-notify[5194]: Version 1.2.5 starting
Jul  8 13:09:56 node7 rpc.statd[5201]: Version 1.2.5 starting
Jul  8 13:09:56 node7 rpc.statd[5201]: Flags: TI-RPC 
Jul  8 13:09:56 node7 rpc.statd[5201]: Failed to read /var/lib/nfs/state: Success
Jul  8 13:09:56 node7 rpc.statd[5201]: Initializing NSM state
Jul  8 13:09:56 node7 kernel: [ 4536.709661] RPC: Registered named UNIX socket transport module.
Jul  8 13:09:56 node7 kernel: [ 4536.709663] RPC: Registered udp transport module.
Jul  8 13:09:56 node7 kernel: [ 4536.709664] RPC: Registered tcp transport module.
Jul  8 13:09:56 node7 kernel: [ 4536.709664] RPC: Registered tcp NFSv4.1 backchannel transport module.
Jul  8 13:09:56 node7 kernel: [ 4536.725842] FS-Cache: Loaded
Jul  8 13:09:56 node7 kernel: [ 4536.739262] NFS: Registering the id_resolver key type
Jul  8 13:09:56 node7 kernel: [ 4536.739270] Key type id_resolver registered
Jul  8 13:09:56 node7 kernel: [ 4536.739271] Key type id_legacy registered
Jul  8 13:09:56 node7 kernel: [ 4536.739274] FS-Cache: Netfs 'nfs' registered for caching
Jul  8 13:09:56 node7 kernel: [ 4536.743455] Installing knfsd (copyright (C) 1996 okir@monad.swb.de).
Jul  8 13:10:03 node7 kernel: [ 4543.420559] type=1400 audit(1373263803.055:30): apparmor="DENIED" operation="capable" parent=1 profile="/usr/sbin/cupsd" pid=1011 comm="cupsd" pid=1011 comm="cupsd" capability=36  capname="block_suspend"
Jul  8 13:17:01 node7 CRON[6534]: (root) CMD (   cd / && run-parts --report /etc/cron.hourly)
Jul  8 13:29:25 node7 kernel: [ 5705.247670] [drm:drm_edid_block_valid] *ERROR* EDID checksum is invalid, remainder is 107
Jul  8 13:29:25 node7 kernel: [ 5705.247675] Raw EDID:
Jul  8 13:29:25 node7 kernel: [ 5705.247679]  	00 ff ff ff ff ff ff 00 10 ac 22 f0 49 50 37 43
Jul  8 13:29:25 node7 kernel: [ 5705.247681]  	ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
Jul  8 13:29:25 node7 kernel: [ 5705.247683]  	ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
Jul  8 13:29:25 node7 kernel: [ 5705.247685]  	ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
Jul  8 13:29:25 node7 kernel: [ 5705.247687]  	ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
Jul  8 13:29:25 node7 kernel: [ 5705.247689]  	ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
Jul  8 13:29:25 node7 kernel: [ 5705.247691]  	ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
Jul  8 13:29:25 node7 kernel: [ 5705.247693]  	ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
Jul  8 13:29:25 node7 kernel: [ 5705.248742] [drm] nouveau 0000:05:00.0: DDC responded, but no EDID for DVI-I-1
Jul  8 14:06:02 node7 kernel: [ 7901.110407] type=1400 audit(1373267162.491:31): apparmor="DENIED" operation="capable" parent=1 profile="/usr/sbin/cupsd" pid=1011 comm="cupsd" pid=1011 comm="cupsd" capability=36  capname="block_suspend"
Jul  8 14:17:01 node7 CRON[17384]: (root) CMD (   cd / && run-parts --report /etc/cron.hourly)
Jul  8 15:14:31 node7 kernel: [12008.162766] nfs: server 10.1.1.2 not responding, still trying
Jul  8 15:17:01 node7 CRON[20935]: (root) CMD (   cd / && run-parts --report /etc/cron.hourly)
Jul  8 15:29:26 node7 kernel: imklog 5.8.6, log source = /proc/kmsg started.
Jul  8 15:29:26 node7 rsyslogd: [origin software="rsyslogd" swVersion="5.8.6" x-pid="1140" x-info="http://www.rsyslog.com"] start
Jul  8 15:29:26 node7 rsyslogd: rsyslogd's groupid changed to 103
Jul  8 15:29:26 node7 rsyslogd: rsyslogd's userid changed to 101
Jul  8 15:29:26 node7 rsyslogd-2039: Could not open output pipe '/dev/xconsole' [try http://www.rsyslog.com/e/2039 ]
Jul  8 15:29:26 node7 kernel: [    0.000000] Initializing cgroup subsys cpuset
Jul  8 15:29:26 node7 kernel: [    0.000000] Initializing cgroup subsys cpu
Jul  8 15:29:26 node7 kernel: [    0.000000] Linux version 3.5.0-23-generic (buildd@komainu) (gcc version 4.6.3 (Ubuntu/Linaro 4.6.3-1ubuntu5) ) #35~precise1-Ubuntu SMP Fri Jan 25 17:13:26 UTC 2013 (Ubuntu 3.5.0-23.35~precise1-generic 3.5.7.2)
Jul  8 15:29:26 node7 kernel: [    0.000000] Command line: BOOT_IMAGE=/boot/vmlinuz-3.5.0-23-generic root=UUID=0f81f3d1-4b7a-4d21-a2d2-5c25f323c06a ro quiet splash vt.handoff=7
Jul  8 15:29:26 node7 kernel: [    0.000000] KERNEL supported cpus:
Jul  8 15:29:26 node7 kernel: [    0.000000]   Intel GenuineIntel
Jul  8 15:29:26 node7 kernel: [    0.000000]   AMD AuthenticAMD
Jul  8 15:29:26 node7 kernel: [    0.000000]   Centaur CentaurHauls
Jul  8 15:29:26 node7 kernel: [    0.000000] e820: BIOS-provided physical RAM map:
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x0000000000000000-0x000000000009ffff] usable
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x0000000000100000-0x00000000c8ed2fff] usable
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x00000000c8ed3000-0x00000000c9ed2fff] reserved
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x00000000c9ed3000-0x00000000db573fff] usable
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x00000000db574000-0x00000000db870fff] reserved
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x00000000db871000-0x00000000db90cfff] ACPI data
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x00000000db90d000-0x00000000dba81fff] ACPI NVS
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x00000000dba82000-0x00000000dbb72fff] reserved
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x00000000dbb73000-0x00000000dbb73fff] usable
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x00000000dbb74000-0x00000000dbbf6fff] ACPI NVS
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x00000000dbbf7000-0x00000000dbffffff] usable
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x00000000f0000000-0x00000000f7ffffff] reserved
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x00000000fed1c000-0x00000000fed1ffff] reserved
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x00000000ff000000-0x00000000ffffffff] reserved
Jul  8 15:29:26 node7 kernel: [    0.000000] BIOS-e820: [mem 0x0000000100000000-0x000000011fffffff] usable
Jul  8 15:29:26 node7 kernel: [    0.000000] NX (Execute Disable) protection: active
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: EFI v2.31 by American Megatrends
Jul  8 15:29:26 node7 kernel: [    0.000000] efi:  ACPI 2.0=0xdb890000  SMBIOS=0xdbb44b98  ACPI=0xdb890000  MPS=0xf4bd0 
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem00: type=3, attr=0xf, range=[0x0000000000000000-0x0000000000008000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem01: type=7, attr=0xf, range=[0x0000000000008000-0x000000000003f000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem02: type=4, attr=0xf, range=[0x000000000003f000-0x0000000000050000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem03: type=3, attr=0xf, range=[0x0000000000050000-0x00000000000a0000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem04: type=3, attr=0xf, range=[0x0000000000100000-0x0000000000110000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem05: type=2, attr=0xf, range=[0x0000000000110000-0x00000000005ff000) (4MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem06: type=7, attr=0xf, range=[0x00000000005ff000-0x0000000001000000) (10MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem07: type=2, attr=0xf, range=[0x0000000001000000-0x0000000001100000) (1MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem08: type=7, attr=0xf, range=[0x0000000001100000-0x0000000036242000) (849MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem09: type=2, attr=0xf, range=[0x0000000036242000-0x0000000036245000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem10: type=7, attr=0xf, range=[0x0000000036245000-0x0000000036248000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem11: type=2, attr=0xf, range=[0x0000000036248000-0x000000003711c000) (14MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem12: type=7, attr=0xf, range=[0x000000003711c000-0x0000000095c91000) (1515MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem13: type=2, attr=0xf, range=[0x0000000095c91000-0x00000000c8ecd000) (818MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem14: type=7, attr=0xf, range=[0x00000000c8ecd000-0x00000000c8ed3000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem15: type=14, attr=0xf, range=[0x00000000c8ed3000-0x00000000c9ed3000) (16MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem16: type=1, attr=0xf, range=[0x00000000c9ed3000-0x00000000c9ef1000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem17: type=7, attr=0xf, range=[0x00000000c9ef1000-0x00000000cc647000) (39MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem18: type=4, attr=0xf, range=[0x00000000cc647000-0x00000000cc73e000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem19: type=7, attr=0xf, range=[0x00000000cc73e000-0x00000000cc753000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem20: type=4, attr=0xf, range=[0x00000000cc753000-0x00000000cc7fb000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem21: type=7, attr=0xf, range=[0x00000000cc7fb000-0x00000000cc863000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem22: type=4, attr=0xf, range=[0x00000000cc863000-0x00000000cd18e000) (9MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem23: type=7, attr=0xf, range=[0x00000000cd18e000-0x00000000cd18f000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem24: type=4, attr=0xf, range=[0x00000000cd18f000-0x00000000cd190000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem25: type=7, attr=0xf, range=[0x00000000cd190000-0x00000000cd196000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem26: type=4, attr=0xf, range=[0x00000000cd196000-0x00000000cd197000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem27: type=7, attr=0xf, range=[0x00000000cd197000-0x00000000cd1c1000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem28: type=4, attr=0xf, range=[0x00000000cd1c1000-0x00000000cd1c2000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem29: type=7, attr=0xf, range=[0x00000000cd1c2000-0x00000000cd1c4000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem30: type=4, attr=0xf, range=[0x00000000cd1c4000-0x00000000cd1c5000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem31: type=7, attr=0xf, range=[0x00000000cd1c5000-0x00000000cd280000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem32: type=4, attr=0xf, range=[0x00000000cd280000-0x00000000cd295000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem33: type=7, attr=0xf, range=[0x00000000cd295000-0x00000000cd2e1000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem34: type=4, attr=0xf, range=[0x00000000cd2e1000-0x00000000cd2e2000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem35: type=7, attr=0xf, range=[0x00000000cd2e2000-0x00000000cd33d000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem36: type=4, attr=0xf, range=[0x00000000cd33d000-0x00000000cd3a2000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem37: type=7, attr=0xf, range=[0x00000000cd3a2000-0x00000000cd3a3000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem38: type=4, attr=0xf, range=[0x00000000cd3a3000-0x00000000cd3cc000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem39: type=7, attr=0xf, range=[0x00000000cd3cc000-0x00000000cd3cd000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem40: type=4, attr=0xf, range=[0x00000000cd3cd000-0x00000000cd3cf000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem41: type=7, attr=0xf, range=[0x00000000cd3cf000-0x00000000cd3d0000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem42: type=4, attr=0xf, range=[0x00000000cd3d0000-0x00000000cd3d1000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem43: type=7, attr=0xf, range=[0x00000000cd3d1000-0x00000000cd581000) (1MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem44: type=4, attr=0xf, range=[0x00000000cd581000-0x00000000cd582000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem45: type=7, attr=0xf, range=[0x00000000cd582000-0x00000000cd5e0000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem46: type=4, attr=0xf, range=[0x00000000cd5e0000-0x00000000cd5e1000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem47: type=7, attr=0xf, range=[0x00000000cd5e1000-0x00000000cd5e3000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem48: type=4, attr=0xf, range=[0x00000000cd5e3000-0x00000000cd60c000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem49: type=7, attr=0xf, range=[0x00000000cd60c000-0x00000000cd60e000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem50: type=4, attr=0xf, range=[0x00000000cd60e000-0x00000000cd60f000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem51: type=7, attr=0xf, range=[0x00000000cd60f000-0x00000000cd81c000) (2MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem52: type=4, attr=0xf, range=[0x00000000cd81c000-0x00000000cd81e000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem53: type=7, attr=0xf, range=[0x00000000cd81e000-0x00000000cd81f000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem54: type=4, attr=0xf, range=[0x00000000cd81f000-0x00000000cd848000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem55: type=7, attr=0xf, range=[0x00000000cd848000-0x00000000cd84c000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem56: type=4, attr=0xf, range=[0x00000000cd84c000-0x00000000cd84d000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem57: type=7, attr=0xf, range=[0x00000000cd84d000-0x00000000cd84e000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem58: type=4, attr=0xf, range=[0x00000000cd84e000-0x00000000cd84f000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem59: type=7, attr=0xf, range=[0x00000000cd84f000-0x00000000cda60000) (2MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem60: type=4, attr=0xf, range=[0x00000000cda60000-0x00000000cda61000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem61: type=7, attr=0xf, range=[0x00000000cda61000-0x00000000cda62000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem62: type=4, attr=0xf, range=[0x00000000cda62000-0x00000000cda8b000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem63: type=7, attr=0xf, range=[0x00000000cda8b000-0x00000000cda90000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem64: type=4, attr=0xf, range=[0x00000000cda90000-0x00000000cda91000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem65: type=7, attr=0xf, range=[0x00000000cda91000-0x00000000cdad7000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem66: type=4, attr=0xf, range=[0x00000000cdad7000-0x00000000cdad8000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem67: type=7, attr=0xf, range=[0x00000000cdad8000-0x00000000cdca0000) (1MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem68: type=4, attr=0xf, range=[0x00000000cdca0000-0x00000000cdca1000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem69: type=7, attr=0xf, range=[0x00000000cdca1000-0x00000000cdca4000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem70: type=4, attr=0xf, range=[0x00000000cdca4000-0x00000000cdccd000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem71: type=7, attr=0xf, range=[0x00000000cdccd000-0x00000000cdcce000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem72: type=4, attr=0xf, range=[0x00000000cdcce000-0x00000000cdccf000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem73: type=7, attr=0xf, range=[0x00000000cdccf000-0x00000000cdcd2000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem74: type=4, attr=0xf, range=[0x00000000cdcd2000-0x00000000cdcd3000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem75: type=7, attr=0xf, range=[0x00000000cdcd3000-0x00000000cdcd4000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem76: type=4, attr=0xf, range=[0x00000000cdcd4000-0x00000000cdcd5000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem77: type=7, attr=0xf, range=[0x00000000cdcd5000-0x00000000cdef4000) (2MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem78: type=4, attr=0xf, range=[0x00000000cdef4000-0x00000000cdef5000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem79: type=7, attr=0xf, range=[0x00000000cdef5000-0x00000000cdef8000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem80: type=4, attr=0xf, range=[0x00000000cdef8000-0x00000000cdf21000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem81: type=7, attr=0xf, range=[0x00000000cdf21000-0x00000000cdfc6000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem82: type=4, attr=0xf, range=[0x00000000cdfc6000-0x00000000ce077000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem83: type=7, attr=0xf, range=[0x00000000ce077000-0x00000000ce099000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem84: type=4, attr=0xf, range=[0x00000000ce099000-0x00000000ce20a000) (1MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem85: type=7, attr=0xf, range=[0x00000000ce20a000-0x00000000ce22a000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem86: type=4, attr=0xf, range=[0x00000000ce22a000-0x00000000ce27c000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem87: type=7, attr=0xf, range=[0x00000000ce27c000-0x00000000ce29a000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem88: type=4, attr=0xf, range=[0x00000000ce29a000-0x00000000ce2aa000) (0MB)
